units,date,heartRateData
bpm,2021-12-03 11:07:56 +0000,75
bpm,2021-12-03 11:08:00 +0000,73
bpm,2021-12-03 11:08:04 +0000,71
bpm,2021-12-03 11:08:08 +0000,72
bpm,2021-12-03 11:08:15 +0000,76
bpm,2021-12-03 11:08:22 +0000,81
bpm,2021-12-03 11:08:23 +0000,80
bpm,2021-12-03 11:08:32 +0000,77
bpm,2021-12-03 11:08:35 +0000,77
bpm,2021-12-03 11:08:42 +0000,75
bpm,2021-12-03 11:08:44 +0000,76
bpm,2021-12-03 11:08:49 +0000,76
bpm,2021-12-03 11:08:53 +0000,75
bpm,2021-12-03 11:09:02 +0000,71
bpm,2021-12-03 11:09:07 +0000,71
bpm,2021-12-03 11:09:08 +0000,72
bpm,2021-12-03 11:09:17 +0000,73
bpm,2021-12-03 11:09:20 +0000,75
bpm,2021-12-03 11:09:25 +0000,73
bpm,2021-12-03 11:09:30 +0000,70
bpm,2021-12-03 11:09:33 +0000,71
bpm,2021-12-03 11:09:38 +0000,70
bpm,2021-12-03 11:09:45 +0000,70
bpm,2021-12-03 11:09:48 +0000,68
bpm,2021-12-03 11:09:54 +0000,67
bpm,2021-12-03 11:10:02 +0000,72
bpm,2021-12-03 11:10:03 +0000,71
bpm,2021-12-03 11:10:09 +0000,76
bpm,2021-12-03 11:10:16 +0000,72
bpm,2021-12-03 11:10:18 +0000,73
bpm,2021-12-03 11:10:23 +0000,70
bpm,2021-12-03 11:10:32 +0000,69
bpm,2021-12-03 11:10:33 +0000,69
bpm,2021-12-03 11:10:41 +0000,68
bpm,2021-12-03 11:10:44 +0000,70
bpm,2021-12-03 11:10:52 +0000,72
bpm,2021-12-03 11:10:54 +0000,73
bpm,2021-12-03 11:11:02 +0000,72
bpm,2021-12-03 11:11:07 +0000,72
bpm,2021-12-03 11:11:10 +0000,72
bpm,2021-12-03 11:11:14 +0000,72
bpm,2021-12-03 11:11:19 +0000,72
bpm,2021-12-03 11:11:24 +0000,73
bpm,2021-12-03 11:11:28 +0000,71
bpm,2021-12-03 11:11:37 +0000,72
bpm,2021-12-03 11:11:39 +0000,71
bpm,2021-12-03 11:11:44 +0000,70
bpm,2021-12-03 11:11:52 +0000,73
bpm,2021-12-03 11:11:53 +0000,73
bpm,2021-12-03 11:12:02 +0000,75
bpm,2021-12-03 11:12:03 +0000,75
bpm,2021-12-03 11:12:08 +0000,75
bpm,2021-12-03 11:12:14 +0000,76
bpm,2021-12-03 11:12:18 +0000,74
bpm,2021-12-03 11:12:27 +0000,71
bpm,2021-12-03 11:12:32 +0000,71
bpm,2021-12-03 11:12:34 +0000,72
bpm,2021-12-03 11:12:40 +0000,73
bpm,2021-12-03 11:12:46 +0000,72
bpm,2021-12-03 11:12:52 +0000,72
bpm,2021-12-03 11:12:53 +0000,71
bpm,2021-12-03 11:13:02 +0000,71
bpm,2021-12-03 11:13:06 +0000,73
bpm,2021-12-03 11:13:08 +0000,74
bpm,2021-12-03 11:13:17 +0000,89
bpm,2021-12-03 11:13:22 +0000,94
bpm,2021-12-03 11:13:26 +0000,95
bpm,2021-12-03 11:13:29 +0000,96
bpm,2021-12-03 11:13:35 +0000,97
bpm,2021-12-03 11:13:39 +0000,98
bpm,2021-12-03 11:13:45 +0000,99
bpm,2021-12-03 11:13:52 +0000,102
bpm,2021-12-03 11:13:57 +0000,100
bpm,2021-12-03 11:14:01 +0000,100
bpm,2021-12-03 11:14:03 +0000,100
bpm,2021-12-03 11:14:10 +0000,97
bpm,2021-12-03 11:14:16 +0000,99
bpm,2021-12-03 11:14:21 +0000,95
bpm,2021-12-03 11:14:23 +0000,94
bpm,2021-12-03 11:14:32 +0000,88
bpm,2021-12-03 11:14:37 +0000,89
bpm,2021-12-03 11:14:38 +0000,90
bpm,2021-12-03 11:14:43 +0000,91
bpm,2021-12-03 11:14:48 +0000,91
bpm,2021-12-03 11:14:54 +0000,90
bpm,2021-12-03 11:15:02 +0000,93
bpm,2021-12-03 11:15:03 +0000,93
bpm,2021-12-03 11:15:12 +0000,98
bpm,2021-12-03 11:15:15 +0000,99
bpm,2021-12-03 11:15:19 +0000,100
bpm,2021-12-03 11:15:26 +0000,94
bpm,2021-12-03 11:15:28 +0000,92
bpm,2021-12-03 11:15:34 +0000,88
bpm,2021-12-03 11:15:40 +0000,94
bpm,2021-12-03 11:15:43 +0000,90
bpm,2021-12-03 11:15:48 +0000,80
bpm,2021-12-03 11:15:57 +0000,76
bpm,2021-12-03 11:15:58 +0000,76
bpm,2021-12-03 11:16:03 +0000,72
bpm,2021-12-03 11:16:12 +0000,59
bpm,2021-12-03 11:16:16 +0000,58
bpm,2021-12-03 11:16:22 +0000,59
bpm,2021-12-03 11:16:23 +0000,61
bpm,2021-12-03 11:16:28 +0000,65
bpm,2021-12-03 11:16:37 +0000,60
bpm,2021-12-03 11:16:38 +0000,60
bpm,2021-12-03 11:16:47 +0000,51
bpm,2021-12-03 11:16:52 +0000,54
bpm,2021-12-03 11:16:56 +0000,55
bpm,2021-12-03 11:17:01 +0000,56
bpm,2021-12-03 11:17:03 +0000,56
bpm,2021-12-03 11:17:12 +0000,67
bpm,2021-12-03 11:17:15 +0000,68
bpm,2021-12-03 11:17:22 +0000,66
bpm,2021-12-03 11:17:23 +0000,67
bpm,2021-12-03 11:17:30 +0000,70
bpm,2021-12-03 11:17:37 +0000,65
bpm,2021-12-03 11:17:38 +0000,65
bpm,2021-12-03 11:17:44 +0000,68
bpm,2021-12-03 11:17:51 +0000,60
bpm,2021-12-03 11:17:56 +0000,67
bpm,2021-12-03 11:18:01 +0000,63
bpm,2021-12-03 11:18:07 +0000,73
bpm,2021-12-03 11:18:11 +0000,77
bpm,2021-12-03 11:18:14 +0000,73
bpm,2021-12-03 11:18:22 +0000,75
bpm,2021-12-03 11:18:24 +0000,77
bpm,2021-12-03 11:18:32 +0000,92
bpm,2021-12-03 11:18:36 +0000,94
bpm,2021-12-03 11:18:39 +0000,93
bpm,2021-12-03 11:18:47 +0000,75
bpm,2021-12-03 11:18:52 +0000,82
bpm,2021-12-03 11:18:57 +0000,83
bpm,2021-12-03 11:19:02 +0000,85
bpm,2021-12-03 11:19:04 +0000,86
bpm,2021-12-03 11:19:08 +0000,80
bpm,2021-12-03 11:19:17 +0000,72
bpm,2021-12-03 11:19:22 +0000,72
bpm,2021-12-03 11:19:24 +0000,71
bpm,2021-12-03 11:19:31 +0000,71
bpm,2021-12-03 11:19:35 +0000,71
bpm,2021-12-03 11:19:38 +0000,71
bpm,2021-12-03 11:19:43 +0000,73
bpm,2021-12-03 11:19:51 +0000,73
bpm,2021-12-03 11:19:56 +0000,71
bpm,2021-12-03 11:20:00 +0000,73
bpm,2021-12-03 11:20:07 +0000,75
bpm,2021-12-03 11:20:11 +0000,75
bpm,2021-12-03 11:20:13 +0000,78
bpm,2021-12-03 11:20:20 +0000,96
bpm,2021-12-03 11:20:27 +0000,104
bpm,2021-12-03 11:20:30 +0000,106
bpm,2021-12-03 11:20:37 +0000,110
bpm,2021-12-03 11:20:38 +0000,111
bpm,2021-12-03 11:20:44 +0000,114
bpm,2021-12-03 11:20:52 +0000,117
bpm,2021-12-03 11:20:57 +0000,116
bpm,2021-12-03 11:20:58 +0000,116
bpm,2021-12-03 11:21:04 +0000,117
bpm,2021-12-03 11:21:08 +0000,114
bpm,2021-12-03 11:21:13 +0000,108
bpm,2021-12-03 11:21:22 +0000,83
bpm,2021-12-03 11:21:26 +0000,77
bpm,2021-12-03 11:21:28 +0000,75
bpm,2021-12-03 11:21:34 +0000,73
bpm,2021-12-03 11:21:38 +0000,67
bpm,2021-12-03 11:21:47 +0000,72
bpm,2021-12-03 11:21:48 +0000,69
bpm,2021-12-03 11:21:56 +0000,54
bpm,2021-12-03 11:22:02 +0000,53
bpm,2021-12-03 11:22:07 +0000,52
bpm,2021-12-03 11:22:09 +0000,52
bpm,2021-12-03 11:22:17 +0000,59
bpm,2021-12-03 11:22:22 +0000,53
bpm,2021-12-03 11:22:27 +0000,51
bpm,2021-12-03 11:22:32 +0000,53
bpm,2021-12-03 11:22:37 +0000,55
bpm,2021-12-03 11:22:41 +0000,55
bpm,2021-12-03 11:22:47 +0000,56
bpm,2021-12-03 11:22:50 +0000,56
bpm,2021-12-03 11:22:56 +0000,56
bpm,2021-12-03 11:23:02 +0000,54
bpm,2021-12-03 11:23:05 +0000,56
bpm,2021-12-03 11:23:10 +0000,57
bpm,2021-12-03 11:23:14 +0000,56
bpm,2021-12-03 11:23:18 +0000,57
bpm,2021-12-03 11:23:24 +0000,57
bpm,2021-12-03 11:23:31 +0000,58
bpm,2021-12-03 11:23:33 +0000,59
bpm,2021-12-03 11:23:42 +0000,63
bpm,2021-12-03 11:23:44 +0000,62
bpm,2021-12-03 11:23:48 +0000,65
bpm,2021-12-03 11:23:57 +0000,90
bpm,2021-12-03 11:23:58 +0000,90
bpm,2021-12-03 11:24:06 +0000,105
bpm,2021-12-03 11:24:11 +0000,111
bpm,2021-12-03 11:24:17 +0000,114
bpm,2021-12-03 11:24:18 +0000,114
bpm,2021-12-03 11:24:27 +0000,118
bpm,2021-12-03 11:24:28 +0000,118
bpm,2021-12-03 11:24:34 +0000,120
bpm,2021-12-03 11:24:39 +0000,121
bpm,2021-12-03 11:24:45 +0000,123
bpm,2021-12-03 11:24:52 +0000,126
bpm,2021-12-03 11:24:53 +0000,126
bpm,2021-12-03 11:25:02 +0000,131
bpm,2021-12-03 11:25:03 +0000,131
bpm,2021-12-03 11:25:10 +0000,130
bpm,2021-12-03 11:25:14 +0000,130
bpm,2021-12-03 11:25:22 +0000,129
bpm,2021-12-03 11:25:27 +0000,128
bpm,2021-12-03 11:25:31 +0000,129
bpm,2021-12-03 11:25:34 +0000,130
bpm,2021-12-03 11:25:40 +0000,129
bpm,2021-12-03 11:25:45 +0000,128
bpm,2021-12-03 11:25:52 +0000,129
bpm,2021-12-03 11:25:56 +0000,129
bpm,2021-12-03 11:25:59 +0000,129
bpm,2021-12-03 11:26:03 +0000,129
bpm,2021-12-03 11:26:08 +0000,130
bpm,2021-12-03 11:26:14 +0000,131
bpm,2021-12-03 11:26:22 +0000,128
bpm,2021-12-03 11:26:26 +0000,128
bpm,2021-12-03 11:26:30 +0000,127
bpm,2021-12-03 11:26:33 +0000,128
bpm,2021-12-03 11:26:41 +0000,129
bpm,2021-12-03 11:26:45 +0000,132
bpm,2021-12-03 11:26:48 +0000,133
bpm,2021-12-03 11:26:57 +0000,129
bpm,2021-12-03 11:26:58 +0000,129
bpm,2021-12-03 11:27:07 +0000,125
bpm,2021-12-03 11:27:10 +0000,125
bpm,2021-12-03 11:27:14 +0000,126
bpm,2021-12-03 11:27:21 +0000,127
bpm,2021-12-03 11:27:23 +0000,127
bpm,2021-12-03 11:27:29 +0000,128
bpm,2021-12-03 11:27:33 +0000,127
bpm,2021-12-03 11:27:40 +0000,127
bpm,2021-12-03 11:27:46 +0000,126
bpm,2021-12-03 11:27:49 +0000,125
bpm,2021-12-03 11:27:55 +0000,124
bpm,2021-12-03 11:28:01 +0000,126
bpm,2021-12-03 11:28:07 +0000,128
bpm,2021-12-03 11:28:12 +0000,129
bpm,2021-12-03 11:28:13 +0000,129
bpm,2021-12-03 11:28:22 +0000,128
bpm,2021-12-03 11:28:27 +0000,128
bpm,2021-12-03 11:28:32 +0000,129
bpm,2021-12-03 11:28:37 +0000,129
bpm,2021-12-03 11:28:39 +0000,129
bpm,2021-12-03 11:28:44 +0000,130
bpm,2021-12-03 11:28:52 +0000,125
bpm,2021-12-03 11:28:57 +0000,125
bpm,2021-12-03 11:29:00 +0000,124
bpm,2021-12-03 11:29:07 +0000,113
bpm,2021-12-03 11:29:08 +0000,112
bpm,2021-12-03 11:29:17 +0000,93
bpm,2021-12-03 11:29:20 +0000,94
bpm,2021-12-03 11:29:27 +0000,98
bpm,2021-12-03 11:29:32 +0000,99
bpm,2021-12-03 11:29:36 +0000,98
bpm,2021-12-03 11:29:39 +0000,98
bpm,2021-12-03 11:29:47 +0000,99
bpm,2021-12-03 11:29:48 +0000,99
bpm,2021-12-03 11:29:56 +0000,100
bpm,2021-12-03 11:29:58 +0000,100
bpm,2021-12-03 11:30:06 +0000,102
bpm,2021-12-03 11:30:08 +0000,103
bpm,2021-12-03 11:30:13 +0000,105
bpm,2021-12-03 11:30:22 +0000,105
bpm,2021-12-03 11:30:27 +0000,105
bpm,2021-12-03 11:30:30 +0000,105
bpm,2021-12-03 11:30:35 +0000,105
bpm,2021-12-03 11:30:42 +0000,106
bpm,2021-12-03 11:30:44 +0000,106
bpm,2021-12-03 11:30:52 +0000,109
bpm,2021-12-03 11:30:54 +0000,109
bpm,2021-12-03 11:31:01 +0000,105
bpm,2021-12-03 11:31:05 +0000,105
bpm,2021-12-03 11:31:09 +0000,106
bpm,2021-12-03 11:31:13 +0000,106
bpm,2021-12-03 11:31:20 +0000,104
bpm,2021-12-03 11:31:26 +0000,104
bpm,2021-12-03 11:31:28 +0000,105
bpm,2021-12-03 11:31:35 +0000,107
bpm,2021-12-03 11:31:39 +0000,106
bpm,2021-12-03 11:31:45 +0000,105
bpm,2021-12-03 11:31:51 +0000,106
bpm,2021-12-03 11:31:57 +0000,107
bpm,2021-12-03 11:32:01 +0000,107
bpm,2021-12-03 11:32:03 +0000,107
bpm,2021-12-03 11:32:08 +0000,107
bpm,2021-12-03 11:32:14 +0000,107
bpm,2021-12-03 11:32:18 +0000,107
bpm,2021-12-03 11:32:23 +0000,108
bpm,2021-12-03 11:32:29 +0000,108
bpm,2021-12-03 11:32:33 +0000,108
bpm,2021-12-03 11:32:41 +0000,107
bpm,2021-12-03 11:32:43 +0000,107
bpm,2021-12-03 11:32:48 +0000,105
bpm,2021-12-03 11:32:53 +0000,105
bpm,2021-12-03 11:32:58 +0000,105
bpm,2021-12-03 11:33:07 +0000,108
bpm,2021-12-03 11:33:10 +0000,107
bpm,2021-12-03 11:33:15 +0000,106
bpm,2021-12-03 11:33:20 +0000,106
bpm,2021-12-03 11:33:27 +0000,107
bpm,2021-12-03 11:33:28 +0000,107
bpm,2021-12-03 11:33:36 +0000,108
bpm,2021-12-03 11:33:39 +0000,108
bpm,2021-12-03 11:33:43 +0000,109
bpm,2021-12-03 11:33:50 +0000,109
bpm,2021-12-03 11:33:57 +0000,107
bpm,2021-12-03 11:33:58 +0000,107
bpm,2021-12-03 11:34:03 +0000,109
bpm,2021-12-03 11:34:10 +0000,111
bpm,2021-12-03 11:34:14 +0000,110
bpm,2021-12-03 11:34:20 +0000,110
bpm,2021-12-03 11:34:23 +0000,111
bpm,2021-12-03 11:34:32 +0000,114
bpm,2021-12-03 11:34:33 +0000,114
bpm,2021-12-03 11:34:38 +0000,116
bpm,2021-12-03 11:34:46 +0000,119
bpm,2021-12-03 11:34:50 +0000,120
bpm,2021-12-03 11:34:56 +0000,120
bpm,2021-12-03 11:35:01 +0000,121
bpm,2021-12-03 11:35:07 +0000,120
bpm,2021-12-03 11:35:10 +0000,119
bpm,2021-12-03 11:35:16 +0000,119
bpm,2021-12-03 11:35:22 +0000,121
bpm,2021-12-03 11:35:24 +0000,122
bpm,2021-12-03 11:35:32 +0000,125
bpm,2021-12-03 11:35:36 +0000,124
bpm,2021-12-03 11:35:40 +0000,123
bpm,2021-12-03 11:35:47 +0000,123
bpm,2021-12-03 11:35:52 +0000,123
bpm,2021-12-03 11:35:57 +0000,124
bpm,2021-12-03 11:36:02 +0000,124
bpm,2021-12-03 11:36:04 +0000,124
bpm,2021-12-03 11:36:09 +0000,125
bpm,2021-12-03 11:36:13 +0000,124
bpm,2021-12-03 11:36:19 +0000,125
bpm,2021-12-03 11:36:26 +0000,125
bpm,2021-12-03 11:36:30 +0000,126
bpm,2021-12-03 11:36:37 +0000,126
bpm,2021-12-03 11:36:40 +0000,126
bpm,2021-12-03 11:36:46 +0000,126
bpm,2021-12-03 11:36:48 +0000,126
bpm,2021-12-03 11:36:53 +0000,125
bpm,2021-12-03 11:36:59 +0000,123
bpm,2021-12-03 11:37:06 +0000,126
bpm,2021-12-03 11:37:08 +0000,127
bpm,2021-12-03 11:37:13 +0000,128
bpm,2021-12-03 11:37:20 +0000,127
bpm,2021-12-03 11:37:23 +0000,127
bpm,2021-12-03 11:37:31 +0000,125
bpm,2021-12-03 11:37:33 +0000,125
bpm,2021-12-03 11:37:41 +0000,124
bpm,2021-12-03 11:37:47 +0000,125
bpm,2021-12-03 11:37:49 +0000,126
bpm,2021-12-03 11:37:56 +0000,127
bpm,2021-12-03 11:37:58 +0000,127
bpm,2021-12-03 11:38:04 +0000,126
bpm,2021-12-03 11:38:08 +0000,126
bpm,2021-12-03 11:38:15 +0000,129
bpm,2021-12-03 11:38:21 +0000,129
bpm,2021-12-03 11:38:25 +0000,129
bpm,2021-12-03 11:38:31 +0000,128
bpm,2021-12-03 11:38:36 +0000,127
bpm,2021-12-03 11:38:41 +0000,126
bpm,2021-12-03 11:38:43 +0000,127
bpm,2021-12-03 11:38:52 +0000,128
bpm,2021-12-03 11:38:57 +0000,129
bpm,2021-12-03 11:38:59 +0000,129
bpm,2021-12-03 11:39:03 +0000,129
bpm,2021-12-03 11:39:11 +0000,128
bpm,2021-12-03 11:39:13 +0000,128
bpm,2021-12-03 11:39:18 +0000,128
bpm,2021-12-03 11:39:24 +0000,130
bpm,2021-12-03 11:39:32 +0000,132
bpm,2021-12-03 11:39:37 +0000,132
bpm,2021-12-03 11:39:38 +0000,131
bpm,2021-12-03 11:39:47 +0000,119
bpm,2021-12-03 11:39:49 +0000,119
bpm,2021-12-03 11:39:55 +0000,111
bpm,2021-12-03 11:39:58 +0000,110
bpm,2021-12-03 11:40:04 +0000,105
bpm,2021-12-03 11:40:09 +0000,96
bpm,2021-12-03 11:40:17 +0000,82
bpm,2021-12-03 11:40:18 +0000,83
bpm,2021-12-03 11:40:27 +0000,81
bpm,2021-12-03 11:40:32 +0000,79
bpm,2021-12-03 11:40:37 +0000,80
bpm,2021-12-03 11:40:38 +0000,81
bpm,2021-12-02 16:54:48 +0000,85
bpm,2021-12-02 16:54:53 +0000,90
bpm,2021-12-02 16:54:54 +0000,90
bpm,2021-12-02 16:55:02 +0000,93
bpm,2021-12-02 16:55:04 +0000,94
bpm,2021-12-02 16:55:09 +0000,96
bpm,2021-12-02 16:55:18 +0000,96
bpm,2021-12-02 16:55:19 +0000,97
bpm,2021-12-02 16:55:28 +0000,85
bpm,2021-12-02 16:55:32 +0000,87
bpm,2021-12-02 16:55:38 +0000,81
bpm,2021-12-02 16:55:39 +0000,82
bpm,2021-12-02 16:55:48 +0000,76
bpm,2021-12-02 16:55:53 +0000,80
bpm,2021-12-02 16:55:56 +0000,81
bpm,2021-12-02 16:56:02 +0000,77
bpm,2021-12-02 16:56:04 +0000,78
bpm,2021-12-02 16:56:13 +0000,72
bpm,2021-12-02 16:56:14 +0000,72
bpm,2021-12-02 16:56:22 +0000,72
bpm,2021-12-02 16:56:27 +0000,76
bpm,2021-12-02 16:56:29 +0000,76
bpm,2021-12-02 16:56:34 +0000,79
bpm,2021-12-02 16:56:43 +0000,72
bpm,2021-12-02 16:56:48 +0000,71
bpm,2021-12-02 16:56:49 +0000,71
bpm,2021-12-02 16:56:58 +0000,74
bpm,2021-12-02 16:57:03 +0000,72
bpm,2021-12-02 16:57:06 +0000,72
bpm,2021-12-02 16:57:13 +0000,70
bpm,2021-12-02 16:57:14 +0000,70
bpm,2021-12-02 16:57:22 +0000,69
bpm,2021-12-02 16:57:27 +0000,72
bpm,2021-12-02 16:57:32 +0000,73
bpm,2021-12-02 16:57:35 +0000,72
bpm,2021-12-02 16:57:43 +0000,71
bpm,2021-12-02 16:57:46 +0000,72
bpm,2021-12-02 16:57:49 +0000,72
bpm,2021-12-02 16:57:58 +0000,76
bpm,2021-12-02 16:57:59 +0000,75
bpm,2021-12-02 16:58:04 +0000,75
bpm,2021-12-02 16:58:13 +0000,78
bpm,2021-12-02 16:58:15 +0000,78
bpm,2021-12-02 16:58:23 +0000,71
bpm,2021-12-02 16:58:26 +0000,71
bpm,2021-12-02 16:58:30 +0000,71
bpm,2021-12-02 16:58:34 +0000,70
bpm,2021-12-02 16:58:43 +0000,73
bpm,2021-12-02 16:58:47 +0000,71
bpm,2021-12-02 16:58:53 +0000,71
bpm,2021-12-02 16:58:55 +0000,71
bpm,2021-12-02 16:58:59 +0000,73
bpm,2021-12-02 16:59:08 +0000,79
bpm,2021-12-02 16:59:13 +0000,75
bpm,2021-12-02 16:59:18 +0000,75
bpm,2021-12-02 16:59:19 +0000,74
bpm,2021-12-02 16:59:26 +0000,71
bpm,2021-12-02 16:59:32 +0000,77
bpm,2021-12-02 16:59:34 +0000,76
bpm,2021-12-02 16:59:41 +0000,78
bpm,2021-12-02 16:59:48 +0000,72
